,asin,product_title,product_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery
10,B099VMT8VZ,Meta Quest 2 — Advanced All-In-One Virtual Reality Headset — 128 GB,199,USD,4.7,73340,1,$199.00,True,False,False,False,20K+ bought in past month,FREE delivery Jun 18 - 24 Or fastest delivery Jun 17 - 20
11,B0CYGC7SY3,USB C to Lightning Cable [Apple MFi Certified] 5 Pack 6/6/6/6/6 FT iPhone Charger Type C to Lightning Cable Power Delivery Fast Charging Cord Compatible with iPhone 14/13/12/11/XS/XR/X/8,14,USD,4.4,2291,1,$14.99,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
12,B07T6FNLQV,"LC-dolida Sleep Headphones, 3D Sleep Mask Bluetooth Wireless Music Eye Mask, Sleeping Headphones for Side Sleepers Sleep Mask with Bluetooth Headphones Ultra-Thin Stereo Speakers Perfect for Sleeping",18,USD,4.3,21343,1,$18.39,False,False,True,True,7K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
13,B0D14PZ16V,"Solar Charger, 38800mAh Portable Solar Power Bank, Waterproof Battery Pack for Outdoor Activities, Camping External Backup Power Charger Dual USB 5V Outputs/LED Flashlights",23,USD,4.3,1170,1,$23.99,False,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonArrives before Father's Day"
14,B0CZ3TD6J2,"Retractable Car Charger, 4 in 1 Fast Charging Car Charger 60W, 2 Retractable iPhone Charger Cables and USB Car Charger Compatible with iPhone 15/14/13/12/11 Pro Max",26,USD,4.5,501,1,$26.99,False,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
15,B0C9V811L6,"Skylight Calendar: 15 inch Digital Calendar &amp; Chore Chart, Smart Touchscreen Interactive Display for Family Schedules - Wall Mount Included",319,USD,4.4,597,1,$319.99,False,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
16,B084Y3VVNG,Nintendo Switch Lite - Coral - Switch,189,USD,4.8,55141,1,$189.72,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Sat, Jun 8 Arrives before Father's Day"
17,B0C5MFHCLC,"15FT Flat Extension Cord, Flat Plug Power Strip with USB C, Ultra Thin Flat Plug Extension Cord - 6 Outlets with 4 USB Ports(2 USB C Outlet), No Surge Protector for Dorm Room Travel Essentials",22,USD,4.8,682,1,$22.99,False,False,True,False,2K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
18,B0D4QHB4G1,iPhone 15 14 13 12 11 Charger Fast Charging USB C Charger Type C Charger Fast Charging [2-Pack] 6FT Cord for iPhone 15/15 Plus/15 Pro/15 Pro Max/iPhone 14/13/12/11/X/8/7/6/iPad Pro/Mini/AirPods,9,USD,4.4,86,1,$9.90,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
19,B0CGDDXY11,"Airtag Holder Air Tag Case with Keychain, Anti-Scratch Airtags Key Chain for Apple Air Tags, Airtag Accessories for GPS Item Finder Tracker, Black",3,USD,4.5,2618,1,$3.99,True,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
20,B0CZ414K56,6Pack iPhone Charger (3/3/6/6/6/9 FT) Apple MFi Certified Multiple Colour Lightning Cable Fast Charging High Speed Transfer Cord for iPhone 14 13 12 11 Pro Max XR XS X 8 7 6 Plus SE iPad,7,USD,4.8,86,1,$7.99,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
21,B0C8VKH1ZH,Meta Quest 3 128GB— Breakthrough Mixed Reality — Powerful Performance — Asgard’s Wrath 2 Bundle,499,USD,4.5,7024,1,$499.00,False,False,True,False,7K+ bought in past month,FREE delivery Jun 17 - 20 Or fastest delivery Jun 15 - 17
22,B0CXT8RNJB,iPhone 15 Charger USB C Wall Charger iPad Pro Charger 2-Pack 20W Type C Charger Block with 2 Pack 6FT USB C Cable for iPhone 15/15 Plus/15 Pro/15 Pro Max/iPad Pro/Mini/Air/Air4/AirPods/Switch/Samsung,43,USD,4.7,312,1,$43.99,False,False,True,False,9K+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
23,B0D295BJQP,"Smart Watch for Men/Women with Bluetooth Call and Message Reminder, Fitness Watch 1.85&quot; HD Touch Screen, Heart Rate/Sleep/Blood Oxygen/Steps Monitor, 112+ Sport Mode, Activity Trackers for Android iOS",29,USD,4.5,263,1,$29.99,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
24,B0C8H6S9X3,"Stylus Pen for iPad, Apple Pencil W/Palm Rejection&amp;Tilt, 13 Mins Fast Charge, MEKO iPad Pen for iPad 6-10,iPad Pro11/12.9&quot;/M4,iPad Air3/4/5/6,iPad mini5/6",17,USD,4.6,2210,1,$17.99,False,False,True,True,6K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
25,B0CCD7KPM6,"Compressed Air Duster 4.0,Cordless Air Blower,Electric Air Duster for Cleaning Keyboard&amp;PC,Air Cleaning Kit, 3 Speed Duster Cleaner with LED-Light-no Canned air dusters-car Dusters",25,USD,4.2,675,1,$25.99,False,False,True,False,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
26,B0CN6GHGD6,iPhone Charger Fast Charging【MFi Certified】 2Pack 20W PD USB C Wall Fast Charger Block with 6&amp;10FT USB C to Lightning Cable Compatible with iPhone 14 Pro Max/13 Pro Max/12 Pro Max/11Pro/XS/XR/X/8/SE,8,USD,4.6,1585,1,$8.95,False,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
27,B0CZBQC8QK,"for iPhone Fast Charger MFi Certified 20W Wall Charger Plug Block with USB C to Lightning Cable Cord 6ft, Type C Charging Block Power Adapter Cube for Apple iPhone 14 Pro Max/14/13 Pro/12 Mini/11,iPad",9,USD,4.6,226,1,$9.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
28,B097BRZJVQ,"Portable, Waterproof Electronics Accessories Case and Organizer Bag for Cables, USB Drives and Chargers",5,USD,4.3,10050,1,$5.67,False,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
29,B0D14DKBNX,"Topmake Car Phone Holder Mount, Cell Phone Holder for Car, Dashboard Windshield, Suction Cup Hands-Free Car Phone Stand, Automobile Cradles Universal,Black",25,USD,4.5,4402,1,$25.99,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
30,B0D293NYG3,"80X100 Monocular Telescope High Power with Smartphone Holder &amp; Tripod, High Definition Larger Vision Monocular for Adults for Bird Watching Hiking Camping",39,USD,4.8,133,1,$39.99,True,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
31,B0C2Z4L3S6,"Zip Ties Assorted Sizes(4”+6”+8”+12”), 400 Pack, Black Cable Ties, UV Resistant Wire Ties by ANOSON",6,USD,4.6,2229,1,$6.69,False,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
32,B0CZ4BFNCF,"ESR for Qi2 15W MagSafe Car Mount Charger, Qi2-Certified MagSafe Car Charger, Dashboard/Windshield Magnetic Wireless Car Charger, Car Phone Mount for iPhone 15/14/13/12, Fast Charging, Black",35,USD,4.0,1,1,$35.99,False,False,True,False,400+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7 Arrives before Father's Day"
33,B0CGVDFPZT,"Surge Protector Power Strip 10 ft with 4 USB Ports 2 USB-C 6 AC Outlets, Flat Plug Extension Cord, USB Charging Station, Wall Mountable for Home, Office, Dorm Essentials, 1080J, ETL Listed",19,USD,4.7,376,1,$19.99,False,False,True,False,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
34,B0C3L93F2Q,"Label Maker Machine with Tape, P21 Bluetooth Label Printer, Wireless Mini Label Makers with Multiple Templates for Organizing Office Home, White",19,USD,4.5,3420,1,$19.98,True,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
35,B09ZKZYBZX,"Wall Outlet Extender with Shelf and Night Light,Surge Protector,USB Wall Charger with 5 AC Outlets and 3 USB Ports 1 USB C Outlet Wide Space 3-Sided Power Strip Multi Plug Outlets…",13,USD,4.5,8599,1,$13.28,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
36,B0D2H2XB78,"Dash Cam 2.5K 1440P Front Dashcam for Cars, E-YEEGER Mini WiFi Hidden Dashcams with App, Night Vision Car Camera, 24H Parking Mode, G-Sensor, Loop Recording, Free 32G Card, Support 256GB Max",49,USD,4.8,319,1,$49.99,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
37,B0CDG2Y6RL,"AT&amp;T 15W Qi Certified Case-Friendly Wireless Charging Pad for Apple iPhone, Google Pixel, and Samsung Galaxy (Black) with Type C to C Cable",9,USD,3.9,380,1,$9.99,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
38,B0D143CMYM,iPhone Charger Apple MFi Certified 3pack 10FT Long Lightning Cable Fast Charging Cord Compatible with iPhone 14/13/12/11 Pro Max Mini XR/XS/X/8/7/6 Plus SE iPod and More,7,USD,4.7,174,1,$7.99,False,False,True,False,9K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
39,B0CYSM87BR,"Smart Watch (Answer/Make Calls), 1.85&quot; Smart Watches for Men Women 110+ Sport Modes Fitness Tracker with Sleep Heart Rate Monitor, Pedometer, IP68 Waterproof Fitness Watch for iOS Android, New Pink",31,USD,4.2,120,1,$31.99,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
40,B09HQ2GWDD,Samsung Electronics Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version - (Renewed) (Black),85,USD,4.2,751,1,$85.00,False,False,False,True,300+ bought in past month,"FREE delivery Mon, Jun 10"
41,B0CFY6GPGJ,"Uhale 10.1&quot; Digital Picture Frame with 32GB Storage Support SD Card, Electronic Photo Frames with 1280 * 800 HD IPS Touch Screen, Instantly and Securely Share Memories, Send Wishes from Anywhere",49,USD,4.7,221,1,$49.97,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7 Arrives before Father's Day"
42,B0D1Y63X72,"WONGKUO Night Vision Goggles - 5W Upgraded HD IR Binoculars - 8X Digital Zoom, Rechargeable Binoculars with Camera Built in, 32GB Card to Save Photos and Videos, Flashlight for Camping Hunting",69,USD,5.0,23,1,$69.99,False,False,True,False,50+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
43,B0D14VTV6C,"iPhone Charger [Apple MFi Certified] 3Pack 10FT Long Lightning Cable Fast Charging Nylon Braided USB Cable iPhone Charger Cord Compatible with iPhone 14 13 12 11 Pro Max XR XS X 8 7 6 Plus SE, iPad",27,USD,5.0,9,1,$27.77,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
44,B0D2LLTCKV,"WLM Fastest WiFi Extender Signal Booster for Home - Up to 9000 sq. ft Coverage, Easy Set Up WiFi Repeater Wireless Signal Booster with Ethernet Port, Long Range, Ultra-Stable Router Internet Booster",19,USD,4.5,270,1,$19.99,False,False,True,False,5K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
45,B0CZF1L6T1,"iPhone 14 13 Charger, USB C Charger [MFi Certified] 3Pack 20W PD USB C+QC3.0 USB A Dual Port Wall Charger with 6FT USB C to Lightning Cable Compatible with iPhone 14/13/12/Pro/Pro Max/XS/X/SE and More",13,USD,4.8,194,1,$13.99,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
46,B099N4NSSD,"Projector with WiFi and Bluetooth, 2024 Upgrade Outdoor Projector, Mini Movie Projector Supports 1080P Synchronize Smartphone Screen by WiFi/USB Cable for Home Entertainment",89,USD,4.4,3775,1,$89.99,False,False,True,False,3K+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
47,B0CKKYNS6G,"Surge Protector Power Strip, Addtam 5 ft Flat Plug Extension Cord with 4 USB Wall Charger(2 USB C Port), 9 Widely Outlets Desk Charging Station, Home Office and College Dorm Room Essentials",19,USD,4.8,687,1,$19.99,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
48,B0D2HRDC3T,"UCOMX 3 in 1 Charging Station for Mult-ple Devices,Foldable 3 in 1 Wireless Charger for Travel,Nano Wireless Charging Station for iPhone 15 14 13 12 Pro Max/Watch 9 8 7 6 5 4 3 Ultral/AirPod Pro",26,USD,4.9,222,1,$26.99,False,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
49,B0D3G3FCHJ,"2024 Newest WiFi Extender, WiFi Repeater, WiFi Booster, Covers Up to 9860 Sq.ft and 60 Devices, Internet Booster - with Ethernet Port, Quick Setup, Home Wireless Signal Booster",19,USD,4.6,70,1,$19.88,False,False,True,False,1K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
50,B00RBQ0524,"Windex Electronics Wipes, Pre-Moistened Screen Wipes Clean and Provide a Streak-Free Shine, 25 Count",5,USD,4.4,10991,1,$5.29,True,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
51,B0D1Y3JLBV,"𝟮𝟬𝟮𝟰 𝙐𝙥𝙜𝙧𝙖𝙙𝙚 Solar Charger Power Bank, 38800mAh Portable Charger Fast Charger Dual USB Port Built-in Led Flashlight and Compass for All Cell Phone and Electronic Devices",22,USD,4.3,1437,1,$22.99,False,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
52,B07D6LX9ZP,REIDEA Electronic Candle Lighter Arc Windproof Flameless USB Rechargeable Lighter with Safe Button for Home Kitchen Champagne Gold,9,USD,4.5,35677,1,$9.99,False,False,True,False,3K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7 Arrives before Father's Day"
53,B0014D0SL8,"Duracell - CopperTop 9V Alkaline Batteries - long lasting, all-purpose 9 Volt battery for household and business - 2 count",8,USD,4.7,6341,1,$8.65,False,False,True,False,400+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
54,B0CZZKSB39,"Razer Cobra Pro Wireless Gaming Mouse: 10 Customizable Controls - Chroma RGB Lighting - 30K Optical Sensor - Gen-3 Optical Switches - 2.4GHz, Bluetooth &amp; USB Type C - Up to 170 Hr Battery - White",129,USD,4.5,677,1,$129.99,False,False,True,False,50+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7 Arrives before Father's Day"
55,B0D4QRZ2MG,Phone 14 13 12 Fast Charger [MFi Certified] 10FT Type C Charger 2 Pack 20W USB C Charger Block with Fast Charging Cable for Phone 14/14 Pro/13/13Pro Max/12/12 Pro Max/11/XS/XR/X/8Plus,9,USD,4.4,1448,1,$9.99,False,False,True,False,300+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
56,B0CQ2FJS6T,"Wireless CarPlay Adapter 2024 Upgraded, Converts Factory Wired CarPlay to Wireless, Plug and Play Car Play Wireless Adapter, Compatible with iPhone Multi-User Seamless Connection",69,USD,3.9,526,1,$69.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7 Arrives before Father's Day"
57,B00OVADLBU,"Samsonite Electronic Luggage Scale, Black, One Size",19,USD,4.5,611,1,$19.60,False,False,True,False,200+ bought in past month,FREE delivery Jun 13 - 15 on $35 of items shipped by AmazonOr fastest delivery Jun 11 - 12
58,B0C395VXJB,Digital Picture Frame 10.1 Inch WiFi Electronic Photo Frame 32GB Storage SD Card Slot Desktop IPS Touch Screen HD Display Auto-Rotate Slideshow Share Videos Photos Remotely Via Uhale App,49,USD,4.5,1138,1,$49.99,False,False,True,True,3K+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
59,B0D1BR1HYW,3 Pack 6FT USB C Charger Cable 60W USB C to USB C Cable PD Type C Fast Charging Cord Compatible with iPhone 15 Pro Plus iPad MacBook Samsung Switch LG and More,7,USD,4.6,121,1,$7.99,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
60,B0CXPKDKVP,"Language Translator Device No WiFi Needed, Instant Two Way Language Translator with 137+ Languages, Offline/Photo/AI Translator Device 2024 Voice Translator for Travel Business Learning",58,USD,4.0,69,1,$58.80,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7"
61,B0CBTYZY2S,"25-in-1 Small Precision Screwdriver Set, Professional Magnetic Mini Repair Tool Kit for Phone, Computer, Watch, Laptop, Macbook, Game Console, Eyeglass, Electronic - [Bearing Steel]",9,USD,4.6,666,1,$9.99,False,False,True,False,5K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
62,B0CJ6NZWZ9,"Nulaxy 2 Pack Dual Folding Cell Phone Stand, Fully Adjustable Phone Holder for Desk, Compatible with iPhone 15 14 13 12 11, Nintendo Switch, All Phones, Black &amp; Rose Gold",8,USD,4.5,2048,1,$8.99,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
63,B098VYV9WP,SUPRUS Electric Lighter Arc Windproof Flameless USB Lighter Rechargeable Lighter with Safety Lock for Candle BBQ Camping (Champagne Gold),7,USD,4.5,2661,1,$7.99,True,False,True,False,10K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
64,B08SGM6F79,"STREBITO Electronics Precision Screwdriver Sets 142-Piece with 120 Bits Magnetic Repair Tool Kit for iPhone, MacBook, Computer, Laptop, PC, Tablet, PS4, Xbox, Nintendo, Game Console",27,USD,4.8,14080,1,$27.99,True,False,True,False,6K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
65,B0CZKVVJSL,"Brightown CR2032 Batteries, 3V Lithium Coin Cell Batteries, CR2032 Button Batteries for Small Electronic Devices, Watches, Key Fobs, Smart Sensors, Candles, etc. 8 Year Shelf Life (60 Count)",14,USD,4.5,7263,1,$14.99,False,False,True,False,0,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
66,B0CYH9CP72,"2024 Upgraded Ultrasonic Pest Repeller 6 Packs,Indoor Pest Repellent, Electronic Plug in Pest Control for Bugs,Mosquito,Roach, Ant, Rodent, Mouse, Spider Repellent for House, Warehouse, Garage",29,USD,5.0,18,1,$29.99,False,False,True,False,100+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
67,B0CNBR3KV3,NIIMBOT D110 Label Maker Machine with Tape Green,29,USD,4.5,16064,1,$29.99,False,False,True,False,200+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
68,B0BRQXKSCW,"Interactive Toy Digital Pet with 15 Animals Inside, Virtual Electronic Pets React to Touch, Kids Toys for Girls and Boys",29,USD,4.5,2793,1,$29.97,False,False,True,False,6K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
69,B0C5KXPGFP,Compatible with AirTag Case Keychain Air Tag Holder Silicone AirTags Key Ring Cases Tags Chain Apple AirTag GPS Item Finders Accessories，Black,2,USD,4.7,3454,1,$2.99,False,False,True,False,7K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
70,B072J4V8GT,Cordinate 3 Outlet Power Strip Surge Protector Indoor Outdoor Extension Cord 16 Gauge 10 Ft 3 Prong Braided Extension Cords Flat Extension Cord Heavy Duty UL-Listed Brown/White 37916,11,USD,4.8,10843,1,$11.49,False,False,True,False,400+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
71,B08R9PTZ5G,"Reyke Key Finder, 80dB+ RF Item Locator Tags with 131ft. Working Range, Wireless Remote Finder Key Finder Locator for Finding Wallet Key Phone Glasses Pet Tracker, 1 RF Transmitter &amp; 4 Receivers",14,USD,4.4,6001,1,$14.29,False,False,True,False,4K+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
72,B0CZ3ZHDB3,"Touchscreen Portable Monitor,15.6inch 1080P USB C Hdmi Travel Monitor for Laptop with Ultra-Slim IPS Display w/Smart Cover &amp; Dual Speakers, Portable Screen for Laptop Pc Phone Mac Xbox Ps5 Switch",89,USD,3.4,4,1,$89.98,False,False,True,False,50+ bought in past month,"FREE delivery Tue, Jun 11 Or fastest delivery Fri, Jun 7 Arrives before Father's Day"
73,B0CYKSCR3Q,"1.5 ft iPhone Charging Cable, 3 Pack [MFi Certified] USB to Lightning Cable for Car Fast Charging Braided Short iPhone Cord Compatible with Apple iPhone 14/13/12/11Pro/X/XR/8/7/6s/Plus/SE/iPad",8,USD,4.3,5,1,$8.08,False,False,True,False,400+ bought in past month,"FREE delivery Tue, Jun 11 on $35 of items shipped by AmazonOr fastest delivery Fri, Jun 7"
